编号,名称,助记词,邮编,病人来源
440823110,广东省湛江市遂溪县岭北镇@,gdszjslzs,524300,本省其他市
440823111,广东省湛江市遂溪县北坡镇@,gdszjslzslcjd,524300,本省其他市
440823112,广东省湛江市遂溪县港门镇@,gdszjslzsxcjd,524300,本省其他市
440823113,广东省湛江市遂溪县草潭镇@,gdszjslzsxhjd,524300,本省其他市
440823115,广东省湛江市遂溪县河头镇@,gdszjslzsfcz,524300,本省其他市
440823116,广东省湛江市遂溪县乐民镇@,gdszjslzsbsz,524300,本省其他市
440823117,广东省湛江市遂溪县江洪镇@,gdszjslzsstz,524300,本省其他市
440825000,广东省湛江市徐闻县@,gdszjslzsklz,524100,本省其他市
440825001,广东省湛江市徐闻县徐城街道@,gdszjslzsyjz,524100,本省其他市
440825102,广东省湛江市徐闻县迈陈镇@,gdszjslzstjz,524100,本省其他市
440825103,广东省湛江市徐闻县海安镇@,gdszjslzsjjz,524100,本省其他市
440825104,广东省湛江市徐闻县曲界镇@,gdszjslzsqsz,524100,本省其他市
440825105,广东省湛江市徐闻县前山镇@,gdszjslzsnxz,524100,本省其他市
440825106,广东省湛江市徐闻县西连镇@,gdszjslzsszz,524100,本省其他市
440825107,广东省湛江市徐闻县下桥镇@,gdszjslzsdfz,524100,本省其他市
440825108,广东省湛江市徐闻县龙塘镇@,gdszjslzslgz,524100,本省其他市
440825109,广东省湛江市徐闻县下洋镇@,gdszjslzsdlz,524100,本省其他市
440825110,广东省湛江市徐闻县锦和镇@,gdszjslzslmz,524100,本省其他市
440825111,广东省湛江市徐闻县和安镇@,gdszjslzsylz,524100,本省其他市
440825112,广东省湛江市徐闻县新寮镇@,gdszjslzsbhz,524100,本省其他市
440825113,广东省湛江市徐闻县南山镇@,gdszjslzstdz,524100,本省其他市
440825201,广东省湛江市徐闻县城北乡@,gdszjslzswsz,524100,本省其他市
440825204,广东省湛江市徐闻县角尾乡@,gdszjswcs,524100,本省其他市
440881000,广东省湛江市廉江市@,gdszjswcsmljd,524400,本省其他市
440881001,广东省湛江市廉江市罗州街道@,gdszjswcstwjd,524400,本省其他市
440881002,广东省湛江市廉江市城北街道@,gdszjswcsdsjjd,524400,本省其他市
440881003,广东省湛江市廉江市城南街道@,gdszjswcsbpjd,524400,本省其他市
440881101,广东省湛江市廉江市石城镇@,gdszjswcshbjd,524400,本省其他市
440881102,广东省湛江市廉江市新民镇@,gdszjswcsqsz,524400,本省其他市
440881103,广东省湛江市廉江市吉水镇@,gdszjswcszqz,524400,本省其他市
440881104,广东省湛江市廉江市河唇镇@,gdszjswcstbz,524400,本省其他市
440881105,广东省湛江市廉江市石角镇@,gdszjswcswcgz,524400,本省其他市
440881106,广东省湛江市廉江市良垌镇@,gdszjswcszwz,524400,本省其他市
440881109,广东省湛江市廉江市横山镇@,gdszjswcszpz,524400,本省其他市
440881110,广东省湛江市廉江市安铺镇@,gdszjswcswyz,524400,本省其他市
440881111,广东省湛江市廉江市营仔镇@,gdszjswcstz,524400,本省其他市
440881112,广东省湛江市廉江市青平镇@,gdszjswcshpz,524400,本省其他市
440881113,广东省湛江市廉江市车板镇@,gdszjswcslsz,524400,本省其他市
440881114,广东省湛江市廉江市高桥镇@,gdsmmsmnq,524400,本省其他市
440881115,广东省湛江市廉江市石岭镇@,gdsmmsmnqhqjd,524400,本省其他市
440881117,广东省湛江市廉江市雅塘镇@,gdsmmsmnqhxjd,524400,本省其他市
440881118,广东省湛江市廉江市石颈镇@,gdsmmsmnqhdjd,524400,本省其他市
440881119,广东省湛江市廉江市长山镇@,gdsmmsmnqltkjd,524400,本省其他市
440881120,广东省湛江市廉江市塘蓬镇@,gdsmmsmnqxhjd,524400,本省其他市
440881121,广东省湛江市廉江市和寮镇@,gdsmmsmnqgdjd,524400,本省其他市
440882000,广东省湛江市雷州市@,gdsmmsmnqzqjd,524200,本省其他市
440882001,广东省湛江市雷州市雷城街道@,gdsmmsmnqcnjd,524200,本省其他市
440882002,广东省湛江市雷州市新城街道@,gdsmmsmnqjtz,524200,本省其他市
440882003,广东省湛江市雷州市西湖街道@,gdsmmsmnqggz,524200,本省其他市
440882101,广东省湛江市雷州市附城镇@,gdsmmsmnqxpz,524200,本省其他市
440882102,广东省湛江市雷州市白沙镇@,gdsmmsmnqzsz,524200,本省其他市
440882103,广东省湛江市雷州市沈塘镇@,gdsmmsmnqatz,524200,本省其他市
440882104,广东省湛江市雷州市客路镇@,gdsmmsmnqmhz,524200,本省其他市
440882105,广东省湛江市雷州市杨家镇@,gdsmmsmnqgsz,524200,本省其他市
440882106,广东省湛江市雷州市唐家镇@,gdsmmsmnqsgz,524200,本省其他市
440882107,广东省湛江市雷州市纪家镇@,gdsmmsmnqyjz,524200,本省其他市
440882108,广东省湛江市雷州市企水镇@,gdsmmsdbq,524200,本省其他市
440882109,广东省湛江市雷州市南兴镇@,gdsmmsdbqnhjd,524200,本省其他市
440882110,广东省湛江市雷州市松竹镇@,gdsmmsdbqgdjd,524200,本省其他市
440882111,广东省湛江市雷州市调风镇@,gdsmmsdbqdhjd,524200,本省其他市
440882112,广东省湛江市雷州市雷高镇@,gdsmmsdbqccjd,524200,本省其他市
440882113,广东省湛江市雷州市东里镇@,gdsmmsdbqpxz,524200,本省其他市
440882114,广东省湛江市雷州市龙门镇@,gdsmmsdbqxlz,524200,本省其他市
440882115,广东省湛江市雷州市英利镇@,gdsmmsdbqsyz,524200,本省其他市
440882116,广东省湛江市雷州市北和镇@,gdsmmsdbqmtz,524200,本省其他市
440882118,广东省湛江市雷州市覃斗镇@,gdsmmsdbqlmz,524200,本省其他市
440882119,广东省湛江市雷州市乌石镇@,gdsmmsdbqszz,524200,本省其他市
440883000,广东省湛江市吴川市@,gdsmmsdbqmgz,524500,本省其他市
440883001,广东省湛江市吴川市梅菉街道@,gdsmmsdbqdcz,524500,本省其他市
440883002,广东省湛江市吴川市塘尾街道@,gdsmmsdbqltz,524500,本省其他市
440883003,广东省湛江市吴川市大山江街道@,gdsmmsdbqxdz,524500,本省其他市
440883004,广东省湛江市吴川市博铺街道@,gdsmmsdbqgzz,524500,本省其他市
440883005,广东省湛江市吴川市海滨街道@,gdsmmsdbqslz,524500,本省其他市
440883100,广东省湛江市吴川市浅水镇@,gdsmmsdbqhlz,524500,本省其他市
440883101,广东省湛江市吴川市长岐镇@,gdsmmsdbqwfz,524500,本省其他市
440883102,广东省湛江市吴川市覃巴镇@,gdsmmsdbqlkz,524500,本省其他市
440883103,广东省湛江市吴川市王村港镇@,gdsmmsdbqnhz,524500,本省其他市
440883104,广东省湛江市吴川市振文镇@,gdsmmsdbqsdz,524500,本省其他市
440883105,广东省湛江市吴川市樟铺镇@,gdsmmsgzs,524500,本省其他市
440883106,广东省湛江市吴川市吴阳镇@,gdsmmsgzsszljd,524500,本省其他市
440883107,广东省湛江市吴川市塘镇@,gdsmmsgzssmjd,524500,本省其他市
440883109,广东省湛江市吴川市黄坡镇@,gdsmmsgzsjsjd,524500,本省其他市
440883111,广东省湛江市吴川市兰石镇@,gdsmmsgzsbgjd,524500,本省其他市
440902000,广东省茂名市茂南区@,gdsmmsgzspzjd,525000,本省其他市
440902001,广东省茂名市茂南区红旗街道@,gdsmmsgzsxjz,525000,本省其他市
440902002,广东省茂名市茂南区河西街道@,gdsmmsgzsxtz,525000,本省其他市
440902003,广东省茂名市茂南区河东街道@,gdsmmsgzsytz,525000,本省其他市
440902004,广东省茂名市茂南区露天矿街道@,gdsmmsgzsfjz,525000,本省其他市
440902005,广东省茂名市茂南区新华街道@,gdsmmsgzsgzz,525000,本省其他市
440902006,广东省茂名市茂南区官渡街道@,gdsmmsgzsssz,525000,本省其他市
440902007,广东省茂名市茂南区站前街道@,gdsmmsgzssgz,525000,本省其他市
440902008,广东省茂名市茂南区城南街道@,gdsmmsgzszjz,525000,本省其他市
440902100,广东省茂名市茂南区金塘镇@,gdsmmsgzsstz,525000,本省其他市
440902101,广东省茂名市茂南区公馆镇@,gdsmmsgzsntz,525000,本省其他市
440902102,广东省茂名市茂南区新坡镇@,gdsmmsgzshhz,525000,本省其他市
440902103,广东省茂名市茂南区镇盛镇@,gdsmmsgzssbz,525000,本省其他市
440902104,广东省茂名市茂南区鳌头镇@,gdsmmsgzsdaz,525000,本省其他市
440902105,广东省茂名市茂南区袂花镇@,gdsmmsgzsdjz,525000,本省其他市
440902106,广东省茂名市茂南区高山镇@,gdsmmsgzsttz,525000,本省其他市
440902107,广东省茂名市茂南区山阁镇@,gdsmmsgzszpz,525000,本省其他市
440902108,广东省茂名市茂南区羊角镇@,gdsmmsgzsdpz,525000,本省其他市
440904000,广东省茂名市电白区@,gdsmmsgzspsz,525400,本省其他市
440904001,广东省茂名市电白区南海街道@,gdsmmsgzsszz,525400,本省其他市
440904002,广东省茂名市电白区高地街道@,gdsmmsgzsmgz,525400,本省其他市
440904004,广东省茂名市电白区电海街道@,gdsmmsgzsgdz,525400,本省其他市
440904005,广东省茂名市电白区陈村街道@,gdsmmsgzscjz,525400,本省其他市
440904101,广东省茂名市电白区坡心镇@,gdsmmsgzshtz,525400,本省其他市
440904102,广东省茂名市电白区小良镇@,gdsmmshzs,525400,本省其他市
440904103,广东省茂名市电白区沙院镇@,gdsmmshzshxjd,525400,本省其他市
440904104,广东省茂名市电白区马踏镇@,gdsmmshzsdsjd,525400,本省其他市
440904105,广东省茂名市电白区岭门镇@,gdsmmshzsxgjd,525400,本省其他市
440904106,广东省茂名市电白区树仔镇@,gdsmmshzsnsjd,525400,本省其他市
440904107,广东省茂名市电白区麻岗镇@,gdsmmshzsswjd,525400,本省其他市
440904108,广东省茂名市电白区旦场镇@,gdsmmshzsjjjd,525400,本省其他市
440904109,广东省茂名市电白区林头镇@,gdsmmshzszqz,525400,本省其他市
440904110,广东省茂名市电白区霞洞镇@,gdsmmshzstqz,525400,本省其他市
440904111,广东省茂名市电白区观珠镇@,gdsmmshzsymz,525400,本省其他市
440904112,广东省茂名市电白区沙琅镇@,gdsmmshzslgz,525400,本省其他市
440904113,广东省茂名市电白区黄岭镇@,gdsmmshzsdqz,525400,本省其他市
440904114,广东省茂名市电白区望夫镇@,gdsmmshzslgz,525400,本省其他市
440904115,广东省茂名市电白区罗坑镇@,gdsmmshzsxaz,525400,本省其他市
440904116,广东省茂名市电白区那霍镇@,gdsmmshzsgqz,525400,本省其他市
440904117,广东省茂名市电白区水东镇@,gdsmmshzslcz,525400,本省其他市
440981000,广东省茂名市高州市@,gdsmmshzsztz,525200,本省其他市
440981002,广东省茂名市高州市石仔岭街道@,gdsmmshzshjz,525200,本省其他市
440981003,广东省茂名市高州市山美街道@,gdsmmshzsnwz,525200,本省其他市
440981006,广东省茂名市高州市金山街道@,gdsmmshzsbyz,525200,本省其他市
440981007,广东省茂名市高州市宝光街道@,gdsmmshzsbwz,525200,本省其他市
440981008,广东省茂名市高州市潘州街道@,gdsmmshzspdz,525200,本省其他市
440981100,广东省茂名市高州市谢鸡镇@,gdsmmshzswlz,525200,本省其他市
440981101,广东省茂名市高州市新垌镇@,gdsmmshzsjhz,525200,本省其他市
440981102,广东省茂名市高州市云潭镇@,gdsmmsxys,525200,本省其他市
440981103,广东省茂名市高州市分界镇@,gdsmmsxysdzjd,525200,本省其他市
440981104,广东省茂名市高州市根子镇@,gdsmmsxyszlz,525200,本省其他市
440981105,广东省茂名市高州市泗水镇@,gdsmmsxysskz,525200,本省其他市
440981106,广东省茂名市高州市石鼓镇@,gdsmmsxysbjz,525200,本省其他市
440981107,广东省茂名市高州市镇江镇@,gdsmmsxysdbz,525200,本省其他市
440981109,广东省茂名市高州市沙田镇@,gdsmmsxyscdz,525200,本省其他市
440981110,广东省茂名市高州市南塘镇@,gdsmmsxysjtz,525200,本省其他市
440981111,广东省茂名市高州市荷花镇@,gdsmmsxyszsz,525200,本省其他市
440981112,广东省茂名市高州市石板镇@,gdsmmsxysgzz,525200,本省其他市
440981113,广东省茂名市高州市东岸镇@,gdsmmsxyshxz,525200,本省其他市
440981115,广东省茂名市高州市大井镇@,gdsmmsxyscsz,525200,本省其他市
440981116,广东省茂名市高州市潭头镇@,gdsmmsxyshgz,525200,本省其他市
440981117,广东省茂名市高州市长坡镇@,gdsmmsxysbsz,525200,本省其他市
440981119,广东省茂名市高州市大坡镇@,gdsmmsxysdcz,525200,本省其他市
440981120,广东省茂名市高州市平山镇@,gdsmmsxysqpz,525200,本省其他市
440981121,广东省茂名市高州市深镇镇@,gdsmmsxyshsz,525200,本省其他市
440981122,广东省茂名市高州市马贵镇@,gdsmmsxysxbz,525200,本省其他市
440981123,广东省茂名市高州市古丁镇@,gdsmmsxysptz,525200,本省其他市
440981124,广东省茂名市高州市曹江镇@,gdsmmsxysshz,525200,本省其他市
440981126,广东省茂名市高州市荷塘镇@,gdszqsdzq,525200,本省其他市
440982000,广东省茂名市化州市@,gdszqsdzqcdjd,525100,本省其他市
440982001,广东省茂名市化州市河西街道@,gdszqsdzqcxjd,525100,本省其他市
440982002,广东省茂名市化州市东山街道@,gdszqsdzqhgjd,525100,本省其他市
440982003,广东省茂名市化州市下郭街道@,gdszqsdzqmgjd,525100,本省其他市
440982004,广东省茂名市化州市南盛街道@,gdszqsdhq,525100,本省其他市
440982005,广东省茂名市化州市石湾街道@,gdszqsdhqkkjd,525100,本省其他市
440982006,广东省茂名市化州市鉴江街道@,gdszqsdhqgcjd,525100,本省其他市
440982100,广东省茂名市化州市长岐镇@,gdszqsdhqgljd,525100,本省其他市
440982101,广东省茂名市化州市同庆镇@,gdszqsdhqyaz,525100,本省其他市
440982102,广东省茂名市化州市杨梅镇@,gdszqsdhqspz,525100,本省其他市
440982103,广东省茂名市化州市良光镇@,gdszqsdhqfhz,525100,本省其他市
440982104,广东省茂名市化州市笪桥镇@,gdszqsdhqlhz,525100,本省其他市
440982106,广东省茂名市化州市丽岗镇@,gdszqsgyq,525100,本省其他市
440982107,广东省茂名市化州市新安镇@,gdszqsgyqnajd,525100,本省其他市
440982108,广东省茂名市化州市官桥镇@,gdszqsgyqhtz,525100,本省其他市
440982110,广东省茂名市化州市林尘镇@,gdszqsgyqlcz,525100,本省其他市
440982111,广东省茂名市化州市中垌镇@,gdszqsgyqsnz,525100,本省其他市
440982112,广东省茂名市化州市合江镇@,gdszqsgyqlbz,525100,本省其他市
440982113,广东省茂名市化州市那务镇@,gdszqsgyqxxz,525100,本省其他市
440982114,广东省茂名市化州市播扬镇@,gdszqsgyqdwz,525100,本省其他市
440982115,广东省茂名市化州市宝圩镇@,gdszqsgyqxqz,525100,本省其他市
440982116,广东省茂名市化州市平定镇@,gdszqsgyqbzz,525100,本省其他市
440982117,广东省茂名市化州市文楼镇@,gdszqsgyqltz,525100,本省其他市
440982118,广东省茂名市化州市江湖镇@,gdszqsgyqhdz,525100,本省其他市
440983000,广东省茂名市信宜市@,gdszqsgyqjtz,525300,本省其他市
440983001,广东省茂名市信宜市东镇街道@,gdszqsgyqhlz,525300,本省其他市
440983101,广东省茂名市信宜市镇隆镇@,gdszqsgyqbtz,525300,本省其他市
440983102,广东省茂名市信宜市水口镇@,gdszqsgyqjdz,525300,本省其他市
440983103,广东省茂名市信宜市北界镇@,gdszqsgyqjlz,525300,本省其他市
440983105,广东省茂名市信宜市丁堡镇@,gdszqsgyqxgz,525300,本省其他市
440983106,广东省茂名市信宜市池洞镇@,gdszqsgnx,525300,本省其他市
440983107,广东省茂名市信宜市金垌镇@,gdszqsgnxpsz,525300,本省其他市
440983109,广东省茂名市信宜市朱砂镇@,gdszqsgnxtbz,525300,本省其他市
440983112,广东省茂名市信宜市贵子镇@,gdszqsgnxjtz,525300,本省其他市
440983113,广东省茂名市信宜市怀乡镇@,gdszqsgnxlgz,525300,本省其他市
440983114,广东省茂名市信宜市茶山镇@,gdszqsgnxbsz,525300,本省其他市
440983115,广东省茂名市信宜市洪冠镇@,gdszqsgnxkkz,525300,本省其他市
440983116,广东省茂名市信宜市白石镇@,gdszqsgnxckz,525300,本省其他市
440983117,广东省茂名市信宜市大成镇@,gdszqsgnxnjz,525300,本省其他市
440983118,广东省茂名市信宜市钱排镇@,gdszqsgnxbhz,525300,本省其他市
440983119,广东省茂名市信宜市合水镇@,gdszqsgnxwhz,525300,本省其他市
440983120,广东省茂名市信宜市新宝镇@,gdszqsgnxhsz,525300,本省其他市
440983121,广东省茂名市信宜市平塘镇@,gdszqsgnxmgz,525300,本省其他市
440983122,广东省茂名市信宜市思贺镇@,gdszqsgnxsjz,525300,本省其他市
441202000,广东省肇庆市端州区@,gdszqsgnxgsz,526060,本省其他市
441202001,广东省肇庆市端州区城东街道@,gdszqsgnxzzz,526060,本省其他市
441202003,广东省肇庆市端州区城西街道@,gdszqshjx,526060,本省其他市
441202005,广东省肇庆市端州区黄岗街道@,gdszqshjxhcz,526060,本省其他市
441202006,广东省肇庆市端州区睦岗街道@,gdszqshjxzgz,526060,本省其他市
441203000,广东省肇庆市鼎湖区@,gdszqshjxazz,526070,本省其他市
441203001,广东省肇庆市鼎湖区坑口街道@,gdszqshjxwlz,526070,本省其他市
441203002,广东省肇庆市鼎湖区桂城街道@,gdszqshjxgsz,526070,本省其他市
441203003,广东省肇庆市鼎湖区广利街道@,gdszqshjxfgz,526070,本省其他市
441203101,广东省肇庆市鼎湖区永安镇@,gdszqshjxqsz,526070,本省其他市
441203102,广东省肇庆市鼎湖区沙浦镇@,gdszqshjxlcz,526070,本省其他市
441203103,广东省肇庆市鼎湖区凤凰镇@,gdszqshjxdgz,526070,本省其他市
441203104,广东省肇庆市鼎湖区莲花镇@,gdszqshjxgpz,526070,本省其他市
441204000,广东省肇庆市高要区@,gdszqshjxlkz,526100,本省其他市
441204001,广东省肇庆市高要区南岸街道@,gdszqshjxmnz,526100,本省其他市
441204100,广东省肇庆市高要区河台镇@,gdszqshjxlzz,526100,本省其他市
441204101,广东省肇庆市高要区乐城镇@,gdszqshjxygz,526100,本省其他市
441204102,广东省肇庆市高要区水南镇@,gdszqshjxsdz,526100,本省其他市
441204103,广东省肇庆市高要区禄步镇@,gdszqshjxqtz,526100,本省其他市
441204104,广东省肇庆市高要区小湘镇@,gdszqshjxzzz,526100,本省其他市
441204105,广东省肇庆市高要区大湾镇@,gdszqshjxlmz,526100,本省其他市
441204106,广东省肇庆市高要区新桥镇@,gdszqshjxxszzyzx,526100,本省其他市
441204107,广东省肇庆市高要区白诸镇@,gdszqsfkx,526100,本省其他市
441204108,广东省肇庆市高要区莲塘镇@,gdszqsfkxjkz,526100,本省其他市
441204109,广东省肇庆市高要区活道镇@,gdszqsfkxjcz,526100,本省其他市
441204110,广东省肇庆市高要区蛟塘镇@,gdszqsfkxbgz,526100,本省其他市
441204111,广东省肇庆市高要区回龙镇@,gdszqsfkxdzz,526100,本省其他市
441204112,广东省肇庆市高要区白土镇@,gdszqsfkxylz,526100,本省其他市
441204113,广东省肇庆市高要区金渡镇@,gdszqsfkxhekz,526100,本省其他市
441204114,广东省肇庆市高要区金利镇@,gdszqsfkxldz,526100,本省其他市
441204115,广东省肇庆市高要区蚬岗镇@,gdszqsfkxxhz,526100,本省其他市
441223000,广东省肇庆市广宁县@,gdszqsfkxldz,526300,本省其他市
441223100,广东省肇庆市广宁县排沙镇@,gdszqsfkxzgz,526300,本省其他市
441223102,广东省肇庆市广宁县潭布镇@,gdszqsfkxpfz,526300,本省其他市
441223103,广东省肇庆市广宁县江屯镇@,gdszqsfkxnfz,526300,本省其他市
441223105,广东省肇庆市广宁县螺岗镇@,gdszqsfkxdykz,526300,本省其他市
441223106,广东省肇庆市广宁县北市镇@,gdszqsfkxdpz,526300,本省其他市
441223107,广东省肇庆市广宁县坑口镇@,gdszqsfkxjzz,526300,本省其他市
441223108,广东省肇庆市广宁县赤坑镇@,gdszqsfkxzaz,526300,本省其他市
441223109,广东省肇庆市广宁县南街镇@,gdszqsdqx,526300,本省其他市
441223110,广东省肇庆市广宁县宾亨镇@,gdszqsdqxdcjd,526300,本省其他市
441223111,广东省肇庆市广宁县五和镇@,gdszqsdqxxwz,526300,本省其他市
441223112,广东省肇庆市广宁县横山镇@,gdszqsdqxhlz,526300,本省其他市
441223113,广东省肇庆市广宁县木格镇@,gdszqsdqxgwz,526300,本省其他市
441223114,广东省肇庆市广宁县石咀镇@,gdszqsdqxmwz,526300,本省其他市
441223115,广东省肇庆市广宁县古水镇@,gdszqsdqxglz,526300,本省其他市
441223116,广东省肇庆市广宁县洲仔镇@,gdszqsdqxmcz,526300,本省其他市
441224000,广东省肇庆市怀集县@,gdszqsdqxyfz,526400,本省其他市
441224100,广东省肇庆市怀集县怀城镇@,gdszqsdqxwlz,526400,本省其他市
441224101,广东省肇庆市怀集县闸岗镇@,gdszqsdqxbzz,526400,本省其他市
441224102,广东省肇庆市怀集县坳仔镇@,gdszqsdqxfcz,526400,本省其他市
441224103,广东省肇庆市怀集县汶朗镇@,gdszqsdqxycz,526400,本省其他市
441224104,广东省肇庆市怀集县甘洒镇@,gdszqsdqxjsz,526400,本省其他市
441224105,广东省肇庆市怀集县凤岗镇@,gdszqsshs,526400,本省其他市
441224106,广东省肇庆市怀集县洽水镇@,gdszqsshsczjd,526400,本省其他市
441224107,广东省肇庆市怀集县梁村镇@,gdszqsshsdcjd,526400,本省其他市
441224108,广东省肇庆市怀集县大岗镇@,gdszqsshszsjd,526400,本省其他市
441224109,广东省肇庆市怀集县岗坪镇@,gdszqsshslfz,526400,本省其他市
441224110,广东省肇庆市怀集县冷坑镇@,gdszqsshsddz,526400,本省其他市
441224111,广东省肇庆市怀集县马宁镇@,gdszqsshswzz,526400,本省其他市
441224112,广东省肇庆市怀集县蓝钟镇@,gdszqsshslyz,526400,本省其他市
441224113,广东省肇庆市怀集县永固镇@,gdszqsshsjkz,526400,本省其他市
441224114,广东省肇庆市怀集县诗洞镇@,gdszqsshsdsz,526400,本省其他市
441224115,广东省肇庆市怀集县桥头镇@,gdszqsshssgz,526400,本省其他市
441224116,广东省肇庆市怀集县中洲镇@,gdszqsshshtz,526400,本省其他市
441224118,广东省肇庆市怀集县连麦镇@,gdszqsshsjgz,526400,本省其他市
441224200,广东省肇庆市怀集县下帅壮族瑶族乡@,gdszqsshsxmz,526400,本省其他市
441225000,广东省肇庆市封开县@,gdshzshcq,526500,本省其他市
441225100,广东省肇庆市封开县江口镇@,gdshzshcqqdjd,526500,本省其他市
441225101,广东省肇庆市封开县江川镇@,gdshzshcqqxjd,526500,本省其他市
441225102,广东省肇庆市封开县白垢镇@,gdshzshcqjnjd,526500,本省其他市
441225103,广东省肇庆市封开县大洲镇@,gdshzshcqjbjd,526500,本省其他市
441225104,广东省肇庆市封开县渔涝镇@,gdshzshcqlfjd,526500,本省其他市
441225105,广东省肇庆市封开县河儿口镇@,gdshzshcqxjkjd,526500,本省其他市
441225106,广东省肇庆市封开县莲都镇@,gdshzshcqhnajd,526500,本省其他市
441225107,广东省肇庆市封开县杏花镇@,gdshzshcqskjd,526500,本省其他市
441225108,广东省肇庆市封开县罗董镇@,gdshzshcqrhz,526500,本省其他市
441225109,广东省肇庆市封开县长岗镇@,gdshzshcqsdz,526500,本省其他市
441225110,广东省肇庆市封开县平凤镇@,gdshzshcqmaz,526500,本省其他市
441225111,广东省肇庆市封开县南丰镇@,gdshzshcqhlz,526500,本省其他市
441225112,广东省肇庆市封开县大玉口镇@,gdshzshcqlzz,526500,本省其他市
441225113,广东省肇庆市封开县都平镇@,gdshzshyq,526500,本省其他市
441225114,广东省肇庆市封开县金装镇@,gdshzshyqdsjd,526500,本省其他市
441225115,广东省肇庆市封开县长安镇@,gdshzshyqqzjd,526500,本省其他市
441226000,广东省肇庆市德庆县@,gdshzshyqshjd,526600,本省其他市
441226001,广东省肇庆市德庆县德城街道@,gdshzshyqstz,526600,本省其他市
441226101,广东省肇庆市德庆县新圩镇@,gdshzshyqxwz,526600,本省其他市
441226102,广东省肇庆市德庆县回龙镇@,gdshzshyqzlz,526600,本省其他市
441226103,广东省肇庆市德庆县官圩镇@,gdshzshyqyhz,526600,本省其他市
441226105,广东省肇庆市德庆县马圩镇@,gdshzshyqljz,526600,本省其他市
441226106,广东省肇庆市德庆县高良镇@,gdshzshyqptz,526600,本省其他市
441226107,广东省肇庆市德庆县莫村镇@,gdshzsblx,526600,本省其他市
441226109,广东省肇庆市德庆县永丰镇@,gdshzsblxlyjd,526600,本省其他市
441226110,广东省肇庆市德庆县武垄镇@,gdshzsblxlxjd,526600,本省其他市
441226111,广东省肇庆市德庆县播植镇@,gdshzsblxsbz,526600,本省其他市
441226112,广东省肇庆市德庆县凤村镇@,gdshzsblxmpz,526600,本省其他市
441226113,广东省肇庆市德庆县悦城镇@,gdshzsblxgygz,526600,本省其他市
441226114,广东省肇庆市德庆县九市镇@,gdshzsblxgzz,526600,本省其他市
441284000,广东省肇庆市四会市@,gdshzsblxycz,526200,本省其他市
441284001,广东省肇庆市四会市城中街道@,gdshzsblxbtz,526200,本省其他市
441284002,广东省肇庆市四会市东城街道@,gdshzsblxtmz,526200,本省其他市
441284003,广东省肇庆市四会市贞山街道@,gdshzsblxhzz,526200,本省其他市
441284100,广东省肇庆市四会市龙甫镇@,gdshzsblxznz,526200,本省其他市
441284101,广东省肇庆市四会市地豆镇@,gdshzsblxftz,526200,本省其他市
441284102,广东省肇庆市四会市威整镇@,gdshzsblxlhz,526200,本省其他市
441284103,广东省肇庆市四会市罗源镇@,gdshzsblxyzz,526200,本省其他市
441284104,广东省肇庆市四会市迳口镇@,gdshzsblxswz,526200,本省其他市
441284105,广东省肇庆市四会市大沙镇@,gdshzsblxyqz,526200,本省其他市
441284107,广东省肇庆市四会市石狗镇@,gdshzsblxhhz,526200,本省其他市
441284108,广东省肇庆市四会市黄田镇@,gdshzshdx,526200,本省其他市
441284110,广东省肇庆市四会市江谷镇@,gdshzshdxpsjd,526200,本省其他市
441284113,广东省肇庆市四会市下茆镇@,gdshzshdxdljd,526200,本省其他市
441302000,广东省惠州市惠城区@,gdshzshdxbhz,516000,本省其他市
441302001,广东省惠州市惠城区桥东街道@,gdshzshdxlhz,516000,本省其他市
441302002,广东省惠州市惠城区桥西街道@,gdshzshdxrsz,516000,本省其他市
441302003,广东省惠州市惠城区江南街道@,gdshzshdxtyz,516000,本省其他市
441302004,广东省惠州市惠城区江北街道@,gdshzshdxphz,516000,本省其他市
441302005,广东省惠州市惠城区龙丰街道@,gdshzshdxjlz,516000,本省其他市
441302006,广东省惠州市惠城区小金口街道@,gdshzshdxdzz,516000,本省其他市
441302008,广东省惠州市惠城区河南岸街道@,gdshzshdxadz,516000,本省其他市
441302010,广东省惠州市惠城区水口街道@,gdshzshdxgtz,516000,本省其他市
441302100,广东省惠州市惠城区汝湖镇@,gdshzshdxbkz,516000,本省其他市
441302103,广东省惠州市惠城区三栋镇@,gdshzshdxbpzz,516000,本省其他市
441302108,广东省惠州市惠城区马安镇@,gdshzshdxhbz,516000,本省其他市
441302110,广东省惠州市惠城区横沥镇@,gdshzslmx,516000,本省其他市
441302113,广东省惠州市惠城区芦洲镇@,gdshzslmxlcjd,516000,本省其他市
441303000,广东省惠州市惠阳区@,gdshzslmxpljd,516200,本省其他市
441303001,广东省惠州市惠阳区淡水街道@,gdshzslmxmzz,516200,本省其他市
441303002,广东省惠州市惠阳区秋长街道@,gdshzslmxyhz,516200,本省其他市
441303003,广东省惠州市惠阳区三和街道@,gdshzslmxlhz,516200,本省其他市
441303101,广东省惠州市惠阳区沙田镇@,gdshzslmxljz,516200,本省其他市
441303103,广东省惠州市惠阳区新圩镇@,gdshzslmxltz,516200,本省其他市
441303104,广东省惠州市惠阳区镇隆镇@,gdshzslmxltz,516200,本省其他市
441303108,广东省惠州市惠阳区永湖镇@,gdshzslmxdpz,516200,本省其他市
